A133,-73.58865604,45.49046556,300
A134,-73.58865604,45.49046556,300
A135,-73.58855491,45.49055819,300
A136,-73.58855491,45.49055819,300
A137,-73.5884525,45.49065083,300
A138,-73.5884525,45.49065083,300
A158,-73.58732486,45.49193729,300
A159,-73.58732486,45.49193729,300
A160,-73.58721629,45.49201272,300
A161,-73.58721629,45.49201272,300
A167,-73.58682221,45.49225675,300
A168,-73.58682221,45.49225675,300
A169,-73.58669894,45.49232883,300
A170,-73.58669894,45.49232883,300
A171,-73.5865773,45.49240312,300
A172,-73.5865773,45.49240312,300
A173,-73.58645473,45.49247677,300
A174,-73.58645473,45.49247677,300
A175,-73.5863309,45.49254938,300
A176,-73.5863309,45.49254938,300
A183,-73.58584352,45.49284247,300
A184,-73.58584352,45.49284247,300
A190,-73.58544636,45.4930793,300
A194,-73.58515097,45.49325597,300
A195,-73.58515097,45.49325597,300
A196,-73.58505008,45.49331669,300
A204,-73.5845462,45.49364167,300
A205,-73.5845462,45.49364167,300
A207,-73.58444918,45.49372637,300
A208,-73.58437316,45.49379794,300
A209,-73.58437316,45.49379794,300
A214,-73.58413429,45.49407481,300
A217,-73.5840089,45.49422029,300
A218,-73.58394022,45.4942976,300
A219,-73.58394022,45.4942976,300
A220,-73.58387738,45.49436952,300
A221,-73.58383303,45.49441963,300
A237,-73.58317472,45.49516657,300
A238,-73.58317472,45.49516657,300
A239,-73.58312018,45.49523137,300
A240,-73.58305342,45.49530446,300
A241,-73.58305342,45.49530446,300
A242,-73.58299392,45.49537213,300
A258,-73.58722643,45.49170582,300
A259,-73.58714787,45.49175959,300
A260,-73.58714787,45.49175959,300
A261,-73.58703781,45.49184089,300
A264,-73.5866338,45.49209004,300
A265,-73.5866338,45.49209004,300
A266,-73.5865034,45.49216828,300
A267,-73.5865034,45.49216828,300
A273,-73.58607369,45.49242709,300
A281,-73.58540261,45.49282719,300
A282,-73.58529074,45.49289164,300
A283,-73.58529074,45.49289164,300
A284,-73.58517163,45.49296255,300
A285,-73.58517163,45.49296255,300
A286,-73.58509569,45.49301063,300
A290,-73.5848311,45.49316668,300
A291,-73.5848311,45.49316668,300
A292,-73.58471415,45.49323652,300
A293,-73.58471415,45.49323652,300
A294,-73.58459736,45.49330702,300
A295,-73.58459736,45.49330702,300
A300,-73.58408568,45.49371877,300
A301,-73.58408568,45.49371877,300
A302,-73.58400046,45.4938085,300
A303,-73.58400046,45.4938085,300
A304,-73.5839177,45.49389955,300
A305,-73.5839177,45.49389955,300
A306,-73.5838438,45.49398201,300
A311,-73.58364803,45.49420046,300
A317,-73.58334814,45.49441843,300
A318,-73.58334814,45.49441843,300
A319,-73.58322979,45.49434906,300
A320,-73.58322979,45.49434906,300
A321,-73.58320852,45.4945482,300
A322,-73.58320852,45.4945482,300
A323,-73.58313954,45.49450804,300
A324,-73.58301447,45.49443638,300
A325,-73.58301447,45.49443638,300
A329,-73.58313875,45.49477124,300
A330,-73.58313875,45.49477124,300
A331,-73.58304984,45.49486992,300
A332,-73.58304984,45.49486992,300
A334,-73.58292495,45.49501375,300
A335,-73.58286335,45.49508109,300
A336,-73.58286335,45.49508109,300
A337,-73.58278645,45.49516834,300
A346,-73.58668282,45.49084153,300
A347,-73.58668282,45.49084153,300
A348,-73.58658456,45.49092471,300
A349,-73.58658456,45.49092471,300
A361,-73.58654603,45.49077883,300
A362,-73.58654603,45.49077883,300
A363,-73.58644141,45.49086727,300
A364,-73.58644141,45.49086727,300
A416,-73.58605989,45.48997348,300
A417,-73.58605989,45.48997348,300
A460,-73.58573862,45.49024856,300
A461,-73.58564087,45.49033591,300
A462,-73.58564087,45.49033591,300
A490,-73.58167556,45.49371152,300
A491,-73.58159013,45.49378737,300
A492,-73.58153775,45.49383378,300
A493,-73.58153775,45.49383378,300
A497,-73.58128468,45.49404741,300
A498,-73.58128468,45.49404741,300
A501,-73.58107861,45.49422434,300
A547,-73.58482031,45.48919231,300
A548,-73.58482031,45.48919231,300
A554,-73.58331347,45.49045427,300
A555,-73.58331347,45.49045427,300
A556,-73.58321445,45.49053862,300
A557,-73.58321445,45.49053862,300
A558,-73.58312095,45.49062145,300
A559,-73.58312095,45.49062145,300
A560,-73.58302158,45.49070479,300
A561,-73.58302158,45.49070479,300
A562,-73.58292208,45.49078731,300
A563,-73.58292208,45.49078731,300
A564,-73.58282577,45.4908711,300
A565,-73.58282577,45.4908711,300
A567,-73.58258988,45.49112891,300
A568,-73.58249874,45.49120737,300
A569,-73.58249874,45.49120737,300
A570,-73.58239468,45.49129637,300
A571,-73.58239468,45.49129637,300
A572,-73.58232407,45.49135674,300
A573,-73.58224,45.49143154,300
A574,-73.58224,45.49143154,300
A576,-73.58209608,45.49155402,300
A577,-73.58209608,45.49155402,300
A578,-73.58202361,45.49161245,300
A579,-73.58197081,45.49165989,300
A580,-73.58187973,45.4917377,300
A581,-73.58187973,45.4917377,300
A582,-73.58176792,45.49183284,300
A583,-73.58176792,45.49183284,300
A588,-73.58312643,45.49036788,300
A589,-73.58304786,45.49043764,300
A590,-73.58298499,45.49049178,300
A591,-73.58298499,45.49049178,300
A592,-73.58293834,45.49057829,300
A593,-73.58284127,45.49061506,300
A594,-73.58284127,45.49061506,300
A595,-73.58274263,45.49069807,300
A596,-73.58274263,45.49069807,300
A597,-73.58267801,45.49075435,300
A600,-73.58252932,45.49088085,300
A601,-73.58252932,45.49088085,300
A602,-73.58242738,45.49096779,300
A603,-73.58242738,45.49096779,300
A604,-73.58232556,45.49105383,300
A605,-73.58227432,45.49109497,300
A606,-73.58227432,45.49109497,300
A612,-73.58198055,45.49134447,300
A613,-73.58188282,45.49142787,300
A614,-73.58188282,45.49142787,300
A615,-73.58178483,45.49151102,300
A616,-73.58178483,45.49151102,300
A621,-73.58147692,45.49208101,300
A622,-73.58142357,45.49212506,300
A623,-73.58142357,45.49212506,300
A624,-73.58131969,45.4922139,300
A625,-73.58131969,45.4922139,300
A626,-73.58120987,45.49230668,300
A627,-73.58120987,45.49230668,300
A628,-73.58090399,45.49251149,300
A629,-73.58090399,45.49251149,300
A630,-73.58079801,45.49260268,300
A631,-73.58079801,45.49260268,300
A632,-73.58070112,45.49268586,300
A633,-73.58070112,45.49268586,300
A634,-73.58064088,45.49273844,300
A636,-73.58129594,45.49193329,300
A637,-73.58124697,45.49197485,300
A638,-73.58124697,45.49197485,300
A639,-73.58114891,45.49205806,300
A640,-73.58114891,45.49205806,300
A641,-73.58105104,45.49214109,300
A642,-73.58105104,45.49214109,300
A643,-73.58094352,45.49223219,300
A644,-73.58094352,45.49223219,300
A645,-73.58088915,45.49227939,300
A646,-73.58077844,45.49237263,300
A647,-73.58077844,45.49237263,300
A649,-73.58061787,45.49250461,300
A650,-73.58061787,45.49250461,300
A651,-73.58052374,45.49258511,300
A652,-73.58046618,45.4926334,300
A653,-73.58046618,45.4926334,300
A655,-73.58349252,45.48881196,300
A656,-73.58349252,45.48881196,300
A657,-73.58338183,45.48890124,300
A658,-73.58338183,45.48890124,300
A659,-73.58327048,45.48899139,300
A660,-73.58327048,45.48899139,300
A661,-73.58320386,45.48904538,300
A681,-73.58225998,45.48850141,300
A684,-73.58208883,45.48857037,300
A685,-73.58208883,45.48857037,300
A686,-73.58194964,45.4886327,300
A687,-73.58194964,45.4886327,300
A688,-73.58181745,45.48870008,300
A689,-73.58181745,45.48870008,300
A690,-73.58168154,45.48876537,300
A691,-73.58168154,45.48876537,300
A692,-73.58154882,45.488833,300
A693,-73.58154882,45.488833,300
A694,-73.58141321,45.4888991,300
A695,-73.58141321,45.4888991,300
A696,-73.58127744,45.48896398,300
A697,-73.58127744,45.48896398,300
A698,-73.58114348,45.48903156,300
A699,-73.58114348,45.48903156,300
A700,-73.58267842,45.48806291,300
A703,-73.58255874,45.48809704,300
A704,-73.58242313,45.48813523,300
A705,-73.58242313,45.48813523,300
A706,-73.58228437,45.48818202,300
A707,-73.58228437,45.48818202,300
A708,-73.58214695,45.48823061,300
A709,-73.58214695,45.48823061,300
A711,-73.58197864,45.48832187,300
A714,-73.58172602,45.48840736,300
A715,-73.58172602,45.48840736,300
A716,-73.58137191,45.48861691,300
A717,-73.58134036,45.4886326,300
A718,-73.58122752,45.48869146,300
A719,-73.58122752,45.48869146,300
A720,-73.58116121,45.48872575,300
A721,-73.58102446,45.48878778,300
